,Title,Title_Synonym,Title_Japanese,Status,Volumns,Chapters,Publishing,Rank,Score,Scored_by,Popularity,Memebers,Favorites,Synopsis,Publish_period,Genre
820,Chuunibyou demo Koi ga Shitai!,unkown,中二病でも恋がしたい！,Finished,4.0,unkown,False,805,7.94,1264,1874,7438,151,"Yuuta Togashi is a high school freshman who chose a new school far away from his middle school, due to his mortifying past there. Yuuta was what people would classify as a chuunibyou—a ""disease"" that causes people to fantasize about themselves and their surroundings—with him using the alias of ""Dark Flame Master."" He enters high school looking to start anew or, at least, that is what he hoped for. Everything had been going smoothly, and Yuuta was relishing the feeling of a normal high school life until he met Rikka Takanashi—who despite being a high schooler, is still a chuunibyou—subsequently crumbling Yuuta's short-lived regular high school experience. It would seem that his chuunibyou past is not leaving him just yet. Chuunibyou demo Koi ga Shitai! follows Yuuta and Rikka's relationship as they experience an eccentric high school journey, with chuunibyou constantly haunting Yuuta. [Written by MAL Rewrite]","May  24, 2011 to Dec  22, 2017","'Comedy', 'Romance', 'School'"
821,The Pale Horse,unkown,창백한 말,Finished,unkown,unkown,False,807,7.94,740,3908,3615,64,"Set in the France 1835. The pretty Rose Dupre is bullied and called the witch's daughter. People say her mother is a witch who kills and eats humans. However, Marie and Pierre don't believe all those rumors and decide to protect Rose… But what if the rumors are true? (Source: MU)","Sep  15, 2011 to Nov  18, 2020","'Action', 'Mystery', 'Drama', 'Fantasy', 'Historical', 'Romance', 'Supernatural'"
822,Buttobi Itto,unkown,反斗前锋,Finished,26.0,103.0,False,808,7.94,238,16439,512,15,"Continuation of Kattobi Itto - Itto is now in high school with new friends, Hanyu and Nedu",1999 to present,"'Action', 'Comedy', 'Martial Arts', 'Shounen', 'Sports'"
823,Mahou Shoujo Ikusei Keikaku,Magical Girl Raising Project,魔法少女育成計画,Publishing,unkown,unkown,True,809,7.94,730,3779,3732,144,"The highly popular social network game ""Magical Girl Raising Project"" is a miraculous game that produces real Magical Girls with a chance of 1 in 10000 for each person. Girls who are lucky enough to gain the power of magic spend fulfilling days. But one day, the administration arbitrarily announces that ""There are too many magical girls so they will be halved."" The curtain will now be raised on the relentless and merciless survival game between 16 magical girls. (Source: Baka-Tsuki)","Jun  8, 2012 to present","'Action', 'Fantasy', 'Supernatural', 'Thriller'"
824,Higurashi no Naku Koro ni - Dai 3-wa: Tatarigoroshi-hen,unkown,ひぐらしのなく頃に 第三話～祟殺し編～,Finished,2.0,unkown,False,804,7.94,345,10530,1068,40,"In Tatarigoroshi-hen, Keiichi and Satoko develop a brother-sister relationship so when Satoko's abusive uncle returns to Hinamizawa, Keiichi attempts to help Satoko with drastic measures. However, as more and more people die, it is clear he is not the only one involved. This time, the spotlight shines on Satoko Houjou as being the ""victim"". Keiichi Maebara's passion to protect Satoko turns him into an unknowing villain in this chapter. (Source: Wikipedia)",Dec  2007 to Jan  2008,"'Mystery', 'Drama', 'Horror', 'Psychological'"
825,Fate/strange Fake,unkown,Fate/strange Fake,Publishing,unkown,unkown,True,821,7.94,1384,2529,5674,139,"The plot centers around a Grail War faultily copied from the Third Holy Grail War in Fuyuki. After the end of the third Grail War, an organization from the United States that has magi separate from the London-based Mage Association as members took data from Fuyuki's Grail War and planned their own ritual. After seventy years, they used the city Snowfield as the Sacred Land for their own Grail War. They were unable to successfully copy every aspect of the ritual, which lead to it acting only as an imitation that has lost the Saber class and allowed for the summoning of strange Servants due to the definition of a ""hero"" being blurred. (Source: Type-Moon Wikia)","Jan  10, 2015 to present","'Action', 'Fantasy', 'Magic', 'Supernatural'"
826,Orange Marmalade,unkown,오렌지 마말레이드,Finished,8.0,66.0,False,830,7.93,18528,329,36245,851,"Set in a time when vampires are ubiquitous in society, treated as outcasts, and forced to keep their identities hidden—despite having signed a peace treaty two hundred years ago, following which they have satisfied their hunger with merely pig's blood—Orange Marmalade tells the story of Baek Ma Ri, a young vampire who has faced great difficulty due to her nature. Feared and hated, the girl has been driven away from several neighborhoods and is eager to settle down with her family in their current city. The endless prejudice has left her disillusioned about friendship and love; however, the sweet-scented blood of Jung Jae Min stirs something within her and renders her unable to resist biting into the neck of the charming man. Ma Ri must now cope with her life after this encounter, as her victim begins to fall in love with her. [Written by MAL Rewrite]","Feb  12, 2011 to Dec  29, 2013","'Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Vampire', 'Slice of Life'"
827,Be Blues! Ao ni Nare,unkown,BE BLUES!~青になれ~,Publishing,unkown,unkown,True,832,7.93,759,5526,2434,81,"Ryuu Ichijou, a boy who dreams of joining Japan's national soccer team. Ryuu is called a genius soccer player, and his aspirations seem within his reach, but when he is in elementary school he gets hit by a car while protecting his friend, and must face two years of grueling rehabilitation. Story focuses on Ryuu as he joins high school soccer club and works through the remnants of his injuries to achieve his goal.","Jan  26, 2011 to present","'Shounen', 'Sports'"
828,Sousei no Onmyouji,Twin Star Exorcists,双星の陰陽師,Publishing,unkown,unkown,True,844,7.93,12515,318,37133,1445,"For centuries, terrifying creatures—known as ""Kegare""—from the parallel realm Magano have wreaked havoc throughout Japan. The brave men and women resisting their onslaught are secretive exorcists whose one and only goal is to eradicate all the Kegare. In the present day, 14-year-old Rokuro Enmadou is a talented and powerful exorcist. However, a tragic event in the past caused him to resent exorcists and give up his dream of becoming the strongest. In stark contrast to him, Benio Adashino is a beautiful and prodigious exorcist of the same age who carries the hopes and dreams of all people. These two teenagers, despite their differences, are the prophesied ""Twin Star Exorcists"": the two people destined to give birth to the Miko—the exorcist who will vanquish the Kegare and cleanse the world of all impurities. But as the adolescents are both far from maturity, let alone adulthood, only hardships and trials await the unlikely heroes. [Written by MAL Rewrite]","Nov  2, 2013 to present","'Action', 'Fantasy', 'Shounen', 'Supernatural'"
829,Ichigo Mashimaro,Strawberry Marshmallow,苺ましまろ,Publishing,unkown,unkown,True,835,7.93,1780,2267,6274,260,"""Cute girls doing cute things in cute ways."" Everyday things make up the fabric of life whether its making friends, going to school, trying to make money, or celebrating a holiday. Ichigo Mashimaro is a heartwarming series that follows the daily lives of Itoh Chika, her sister Nobue, and her friends Miu, Matsuri, and Ana. [Written by MAL Rewrite]","Feb  15, 2002 to present","'Comedy', 'Slice of Life'"
830,Tenshi Kinryouku,Angel Sanctuary,天使禁猟区,Finished,20.0,120.0,False,839,7.93,9500,541,22838,1572,"The angel Alexiel loved God, but she rebelled against Heaven when she saw how disgracefully the other angels were behaving. She was finally captured, and as punishment sent to Earth to live an endless series of tragic lives. She now inhabits the body of Setsuna Mudo, a troubled teen in love with his sister Sara. Setsuna's misery mirrors the chaos among the angels, and their combined passions threaten to destroy both Heaven and Earth.",Feb  1995 to Feb  2001,"'Fantasy', 'Romance', 'Shoujo'"
831,Hakushaku Cain Series,The Cain Saga,伯爵カインシリーズ,Finished,5.0,25.0,False,841,7.93,3518,1638,8508,228,"Delve into the tortured past of Earl Cain C. Hargreaves, charismatic heir to a wealthy family full of secrets, lies and unthinkable crimes. The prequel to the Godchild series, The Cain Saga follows the young Cain as he attempts to unravel the secrets of his birth, all the while solving each new mystery that comes his way. (Source: Viz Media)",1992 to  1994,"'Mystery', 'Historical', 'Horror', 'Shoujo'"
832,Shakugan no Shana,Shakugan no Shana,灼眼のシャナ,Finished,22.0,123.0,False,842,7.93,1811,1986,7099,198,"Invaders from the Crimson Realm have descended upon Earth looking for something called the Power of Existence. Whoever possesses this power will control the very fabric of existence. To the rescue comes an otherworldly young girl with fire in her eyes. She may be cute and petite, but she's endowed with enough preternatural strength to save the entire universe. Plus, she's got a really big sword! (Source: VIZ Media)","Nov  9, 2002 to Oct  10, 2011","'Action', 'Drama', 'Fantasy', 'Romance', 'School', 'Supernatural'"
833,Kieli: Shisha-tachi wa Kouya ni Nemuru,Kieli,キーリ～死者たちは荒野に眠る～,Finished,2.0,7.0,False,831,7.93,2886,1939,7252,120,"Born from the corpses of fallen soldiers, the ""Undying"" are near-immortal beings created for the sole purpose of being weapons. However, after the War came to an end, so did their usefulness, and the Church began slaughtering them mercilessly in the Undying Hunt. Eighty years have passed since then; there are now barely any remnants of the Undying, and those found alive are hunted down by the Church. Kieli, an orphan studying at a religious boarding school, possesses the unique ability to see spirits. Isolated from her classmates, she spends her days talking with Becca, the spirit of a girl who used to inhabit her room. One day, Kieli runs into an aloof and mysterious individual named Harvey, one of the few surviving Undying. Following an unexpected turn of events, Harvey saves Kieli from being run over by a train, putting himself at risk in the process. Wanting to learn more about Harvey, Kieli decides to accompany him in fulfilling his promise to the Corporal, the spirit of a soldier who died in the War and has since been possessing a radio—the promise to reunite him with his mortal remains. Throughout their journey, Kieli discovers that beyond Harvey's seemingly ruthless nature lies a kind and thoughtful man tormented by the horrors of war. As the two begin to interact and grow closer, they will develop a bond that they can forever cherish, and Harvey may finally find the warmth that he once lost. [Written by MAL Rewrite]","Dec  6, 2005 to Aug  5, 2006","'Adventure', 'Mystery', 'Fantasy', 'Shoujo', 'Supernatural'"
